1924;Falbygdens® Rekommenderar;Getbrie Soignon getost;02022092500006
1925;ÅSÖ AB;Oblat, prinsessor d: 210 mm (12 st);08019447258051
1926;SANTA MARIA;Curry Extra Stark;07311311016097
1927;Dafgårds;Rotfruktsstrimlor;17310960131370
1928;Johnnys;Senap Chipotle Svartpeppar;07310155603500
1929;DÉLIFRANCE;Fleur Rustique;03291810792514
1930;SMAKIS;Smoothie Mango/Päron Ekologisk;07311676270257
1931;DANISH CROWN;Tender Beef kalvstek av ytterlår;02381903400004
1932;SUN VALLEY;Ajvar Relish mild;07393756022468
1933;Billington;Demerara socker;05010651001115
1934;CUBE;Hallonpuré;05407006130086
1935;iFood;Indian Curry Delicacy;07332983000016
1936;RISENTA;Pumpakärnor ekologiska kapsel;07312631420168
1937;Snapphane Chark;Ölkorv;07350045950765
1938;KORVBRÖDSBAGARN;Hamburgerbröd Soft Buns HB54;07311379535059
1939;Michelangelo;Parmigiano Reggiano Michelangelo;05420024121201
1940;Skövde Slakteri AB;Lövbiff;02357942300001
1941;Oatly;Havregurt Naturell;07394376615740
1942;EKSTRÖMS;Apelsinkräm med aprikoser, passions;07310470145143
1943;SEMPER;Kex, Glutenfria;07310100566553
1944;ProViva;Fruktdryck Tropisk;07340073300618
1945;Nordic Spice;Gourmetkrydda;08435161810571
1946;Fåddman AB;Bacon stekt SVE;02354741000002
1947;Dole;Paprika röd skivad;07391605053427
1948;FELDTS;Torsktails/Haler Vac. pack;02364308100007
1949;QUORN;Vegan burger, 80g;05019503035292
1950;Dafgårds;Slottsstek 6x3-p FV;17310960038792
1951;KOCKENS;Vitlökspulver Ekologisk-GT;07350046464469
1952;Dafgårds;Nötfärs 10 % SE;02302212000006
1953;Johan & Nyström;T Portion Chai Masala x 4 st;07350045063182
1954;Menigo Färskvaruhallen;Fläskbog striml KRAV SE;07301002491555
1955;Swegra;Swedish Muesli Forest Fruits;07340173725144
1956;TULIP FOODSERVICE;Pulled Pork färdigriven djupfryst;05707196196702
1957;NIMEKS;Aprikoser torkade;07393082100311
1958;Chark-Produkter;Chorizo;07350036890407
1959;Lanthandlarn;Rullsylta Kokt;02364403300005
1960;PAULÚNS;Supermix Rött Råris m gröna linser;07310240017007
1961;Twinings;Svartavinbärste;00070177084745
1962;Martin & Servera Premium;Majskycklingbröst med skinn;07321574536058
1963;Seitanfoods;Tempe Marinerad;08594202180025
1964;ICA I Love Eco;Bulgur ILE;07318690108511
1965;FELDTS;Sej ryggfilé MSC;07392497031203
1966;Dole;Gröna hela blad;07330583992373
1967;Snellman;Rökt skinka strimlad;06409620040665
1968;DÉLIFRANCE;Baguette;03291810006154
1969;-;Merguez korv rå 50 gr;07325910649914
1970;Brakes;Cheesecake svarta vinbär portion;05024333114161
1971;Douwe Egberts;Cafe Milc;08711000375389
1972;LEA & PERRINS;Worcestershire sauce;05000111012126
1973;Nexcareâ„¢;First Aid Kit;05902658064012
1974;TOP;Smoothie jordgubb banan;07340007912979
1975;Menigo Färskvaruhallen;Blandfärs 50/50 5mm;07301002403435
1976;Snapphane Chark;Svartsoppa;07350045950642
1977;Dalsjöfors;Sida bfr u brosk u svål vac i KAR1;02330094700004
1978;Johan & Nyström;TE-T EARL GREY;07350045060686
1979;Klädesholmen;Gaffelbitar i Dill;07311360122008
1980;FELDTS;Ostron Holland MSC;07392497992481
1981;Rudenstams Bär & Frukt;Äpplemust;07330651500516
1982;EKSTRÖMS;Nyponsoppa original;07310470063096
1983;Martin & Servera;Lingon KRAV;07321575257334
1984;Favorit;Ekologisk Müsli Naturell;07331746235184
1985;Martin & Servera;Drumsticks grillade;07321575538679
1986;Brakes;Kaffe mörkrost brygg UTZ EKO;07330671018466
1987;Vegyu;Umami Burger, vegansk;07310628000591
1988;SKÅNEMEJERIER;Lättmjölk 0,5%;07310867001038
1989;SKIPPY;Creamy Jordnötssmör;00037600160421
1990;Arte Bella;Tomatgranulat, soltorkat;08697781181510
1991;Kronfågel;Kycklinggrillkorv;07300323165008
1992;Kiviks Musteri;Äppeljuice utan sugrör EKO;07314720719986
1993;Sevan;Makdous (fylld inlagd aubergine);05285001200580
1994;DILMAH;Vivid Choklad & Mint;09312631861020
1995;Dugges;15 IPA;07350038222855
1996;Bakels Sweden AB;Pistageremons;07319051009331
1997;Martin & Servera;Ölkorv Cheese;07321576599204
1998;Martin & Servera;Torskfilé rygg MSC 120-160 g;07321574856804
1999;Debic;Mousse au Chocolat;05410488821885
2000;URTEKRAM;OLIVOLJA EXTRA JUNGFRU EKOLOGISK;05765228351000
2001;Martin & Servera;Laxfilé c-trim;02376830000007
2002;KOCKENS;Grillkrydda Ekologisk storköksburk;07350046468269
2003;Arla Ko® Ekologisk;Eko mild yoghurt päron vanilj 1,9%;07310865866646
2004;FRUKOST CRACKERS;Sprödkex bakat på vetemjöl;07310520007506
2005;Druvan;Pärlcouscous;87331010066007
2006;LIPTON;Lemon Tea;08722700419402
2007;De Clemente conserve;Tomater hela skalade;08017477090115
2008;FINDUS;Fisk- och räkpuré MSC;07310500037172
2009;Martin & Servera;Pizzadeg;07321573674072
2010;SUN MAID;Russin;00041143027929
2011;MARYLAND;Double Chocolate kakor;00072417180675
2012;Dafgårds;Grillkorv skinnfri 50g SE KV;02302250600008
2013;SANTA MARIA;TAPENADE;07311310046705
2014;SKÅNEMEJERIER;Ekologisk Mjölk 3%;07310867500074
2015;Johan & Nyström;DUKE BLEND TE LV;04013945050029
2016;Bonjour;Baguette vallmo;07315060469685
2017;Blink;Intensive UD;05050474103658
2018;Electric Nurse;Lager;07340887000360
2019;CONDITO;Cheesecake Hallon Swirl;04004311133255
2020;Frebaco Kvarn;Bulgur Medium;07312560020590
2021;GRAYS BAKERY;Cookie color;07393697011613
2022;MAPLE JOE;Lönnsirap;03088542500285
2023;MONARCH;Grapefruktklyftor i lätt sockerlag;07350014091451
2024;KåKå;Ljust anslag 24 cm;07316720140241
2025;Brakes;Fullkornsris;07330671014369
2026;McCAIN;Spicy Wedges;08710438030532
2027;KONDIO;Hyvelspån mörk;17392914012621
2028;Lindahls;Kvarg Kokos uts;07392672003650
2029;DEL MONTE;Persikohalvor i light syrup;00024000025528
2030;Korshags;Varmrökt laxfilé, Provencale;02357540200000
2031;Finax;Glutenfri fin mjölmix 25 kg;07311147826006
2032;Martin & Servera;Vitlöksbaguette 29 cm;07321574728866
2033;SIA Glass;PISTACIA Gräddglass;07312690104061
2034;Lanthandlarn;Lammkorv Merquez;02364478500003
2035;Martin & Servera;Lök gul rå skivad;07321575588902
2036;STIMOROL;Max Raspberry Peach;07622210659132
2037;Favorit;Rökt Skinka Tunna Skivor;07331746202674
2038;ProViva;Fruktdryck Hallon Granatäpple;07350000550627
2039;FELDTS;Lax, hel;02382950200005
2040;Anamma;Vegobitar;07310241345772
2041;Klädesholmen;Matjesfiléer MSC;07318370004027
2042;Lohmanders;Bearnaise Original;07313160004898
2043;DÉLIFRANCE;Diamant Céréales Héritage;03291810287058
2044;Twinings;Infuso Honungsbuske, Apelsin;00070177177621
2045;Argental;Petit Delice Argental Truffes;03700443638439
2046;Värmdö Bryggeri;Sandhamn Ljus Lager;07350052900067
2047;FELDTS;Laxröra;07392497029729
2048;SCHULSTAD BAKERY SOLUTIONS;Slätbulle;07315061628418
2049;KåKå;Berlinermunk;07316720502902
2050;KUNG MARKATTA;Lakritsrullar EKO;07391835916950
2051;Billington;Mörkt Muscovado Socker;05010651001313
2052;Fiskano;Rosa Snapper 170-230;08719075084717
2053;Martin Olsson;Martinkaffe Hela bönor mellanmö RFA;07321572866881
2054;Dalsjöfors;Fransyska FS Vac i Kar2;02330082500005
2055;RYDBERGS;Gottfrids Leverpastej Original, hel;02380300200002
2056;Korshags;Kallrökt laxfilé, skivad;02381324400003
2057;Fiskano;Sprödbakad Uerfilé 140/180;08717202064632
2058;Scotch®;Superstarkt lim;03134375300636
2059;Lantägg;Inredd bur L Smartbox;07316840450329
2060;FINDUS;Blomkålstimbal, 40 g;07310500056180
2061;Danora;Luna Skinka & Ost;08011534026239
2062;SANTA MARIA;Kebabkrydda;07311311016394
2063;Fiskano;Crispbakad kapkummelfilé MSC;08719075085332
2064;SallaCarte;Paprikamix tärnad;07312730060685
2065;Konfekta;Spickesill;07392257035915
2066;Snapphane Chark;Skånsk leverkorv;07350045950215
2067;Martin & Servera;Cognacsmedwurst skivad;07321571769251
2068;Femtorp;Mjölkchoklad Zeylon Pellets 36,5%;08436036682842
2069;Martin & Servera;Pulled pork sous-vide;02376840200008
2070;3N Produkter;Potatis Fast(Medel) F4;07340062300148
2071;JMs Kött & Chark;Picnicbog rimmad;02379322500009
2072;Sevan;Falafel Gråärta Fryst;07331217012603
2073;HERMANS;Pad Thai Sauce;07394345548703
2074;Brakes;Pumpakärnor EKO;27301002408120
2075;Dafgårds;Falukorv 17% skivad SE;02302035800005
2076;Bregott®;Mellan smör & rapsolja;07310860005811
2077;SANTA MARIA;Vitlökssalt;07311311012853
2078;TULIP FOODSERVICE;Skinka 63%, kokt, alutarm;05707196116519
2079;DÉLIFRANCE;Croissant med smak av vanilj;03291810793481
2080;DOLE;Fruktpåse Plommon;00038900093518
2081;SANTA MARIA;VILTKRYDDA;07311310040796
2082;3N Produkter;Rödlök tärnad 3 mm;07340062304733
2083;OERLEMANS;Grönkål hackad portion;08710816700897
2084;Falkenbergs lax;Kallrökt laxfilé skivad;07393750008864
2085;DAN SUKKER;Ekologiskt Florsocker;07310340432021
2086;Johan Jureskog Selection;Flap steak;02357243000006
2087;Västkustägg;KRAV ägg lösvikt M/L tvättade;07392077193604
2088;Kiviks Musteri;Björnbär Bärdryck;07314720735139
2089;Menigo Färskvaruhallen;Nötbog tärnad 2x2 KRAV;07301002490466
2090;FELIX;Salsa;07310240084559
2091;Nordic Seafood A/S;Hummer hel kokt, 300 g;05702008280181
2092;SANTA MARIA;Tortilla Original Large;07311311021183
2093;Compass;Strömming 400 gram MSC;08719075083932
2094;Martin & Servera;Kärnvetemjöl Ekologisk;07321571295774
2095;LINDBLOM;Torra Svarta Belugalinser Eko;07350014093066
2096;KOCKENS;Vitlökssalt storköksburk;07350046460232
2097;Bröderna Franzén;Chilimarinerad trivilini;07391218082531
2098;Martin & Servera;Baguette 55 cm;07321574192919
2099;Bella Italia;Gnocchi av potatis;08032216351265
2100;Mr. Iceman;Isbollar isbitar;07090000830311
2101;ÅSÖ AB;Felchlin, Maracaibo Creole 49%;07611326045854
2102;Eat Natural;Granola Low Sugar;05013803001117
2103;FELDTS;Laxfilé, fjällad, vac. pack;02387468800006
2104;Cocio;Crushed Ice Cappuccino;05711953002106
2105;SALTÅ KVARN;Röda Linser KRAV;07317731586103
2106;RISENTA;Sesamfrö oskalat 400g;07312631201422
2107;RISENTA;Hirsflingor;07312631102095
2108;FELDTS;Räkor, kokta, skalade, MSC;07392497912458
2109;SALTÅ KVARN;Gröna linser i burk KRAV;07317731563005
2110;Zeta;Kalamataoliver urkärnade;07350002405925
2111;ÖNOS;Granatäpple fruktdr;07310770175765
2112;ÖNOS;Tropisk Osockrad Fruktdryck;07310770676767
2113;GULDFÅGELN;PANNBIFF AV KYCKLING 40G;17310960095092
2114;Bonjour;Äppelkam;07391288638003
2115;TONY'S CHOCOLONELY;Milk Chocolate Caramel Sea Salt;08717677336654
2116;Miyako;Sushi Rice;04316734061733
2117;KåKå;Ljust Anslag;07316720140227
2118;SALTÅ KVARN;Kornmjöl 10kg KRAV;07317731803507
2119;TULIP FOODSERVICE;Grekiskinspirerad Färsbiff 65g;05707196115505
2120;FRIGODAN;Äppeltärningar 10x10mm;05701232098456
2121;Scan;Läckökorv SE;02320261800002
2122;Castaño;RÖTT VIN;08422443002335
2123;Hendrick's;GIN;05010327755014
2124;Yvonne Ryding;YR SPA Shower Foam Duschskum;07330689071309
2125;ICA;Ångkokt lax kryddad;07318690145585
2126;Fria Bröd;Glutenfri Vallmofralla;07330242200863
2127;SOY-KING;Sojasås;05701095188462
2128;Nyhléns Hugosons;FRANSYSKA;02310412200003
2129;KåKå;Vaniljkräm;07316720145314
2130;Nordic Spice;Spiskummin hel;08435161820129
2131;Albert Bichot;RÖTT VIN;03296311109014
2132;Benriach;MALTWHISKY;05060399683487
2133;Salakis;Turkisk Yoghurt 500 g;07392672104050
2134;Nacka Köttprodukter AB;Kalvhamburgare 180 Mjukis;02388979600000
2135;SANTA MARIA;Oregano;07311311014482
2136;Skövde Slakteri AB;Nötbog;02357945400005
2137;Wasa;Runda Sesam & havssalt;07300400129459
2138;GRAYS BAKERY;Cheesecake Blåbär;07393697079019
2139;Kiviks Musteri;Äppelkräm;07314720519951
2140;HÄLSINGESYLT;Björnbärssylt;07392226101825
2141;SallaCarte;Gul paprika;07312730100312
2142;Lanthandlarn;Pressylta handlagd Skivad;02364424200001
2143;ROYAL GREENLAND;Sejpanett fri fr gluten mjölk ägg;05740301126553
2144;FELDTS;Torsktails/Haler MSC Vac. pack;02387469200003
2145;ROBERTS;Måltidsdryck Tropisk Lättsockr;07392698194325
2146;VegMe;Tikka Masala;07330247603065
2147;KOCKENS;Curry Ekologisk-GT;07350046463820
2148;PEDROS;Syltlök;07392022003606
2149;Brämhults;Vitamin smoothie;07313619000617
2150;SIA Glass;TrippelChoklad Gräddglass;07312690103163
2151;Friendship;Mozzarella block;05704025020313
2152;FIGARO;Gröna Oliver, skivade;08410159270230
2153;Bonjour;Rågrussinbräck;06416577603652
2154;ROYAL GREENLAND;Torskportion förstekt MSC 100g;05740301115878
2155;Wild Turkey;WHISKY;08000040500012
2156;Negroni;Salame Rustico;02388437000007
2157;SANTA MARIA;Chilipeppar Red Hot Flakes;07311311012228
2158;SANTA MARIA;Lök Granulerad Organic;07311311012365
2159;LOBSTER;Sjötungafilé;07392113750518
2160;MARABOU;Noblesse Orange;07622400706035
2161;BOB;Jordgubbssylt;07310091244379
2162;LINDBLOM;Krossade Tomater tetra;07350014091864
2163;Vägga Rökeri AB;Varmrökt N Lax Dubbelfilé Chilikryd;02353291200009
2164;SANTA MARIA;PESTO ROSSO;07311310046828
2165;Martin & Servera;Fläskbog tärnad KRAV;02376816100004
2166;Berte Qvarn;Stenmalet Rågmjöl;07312691000546
2167;Hemgården;Chorizo;07393241017085
2168;KRONÄGG;Ägg från Närke M/L;07310067443812
2169;LÄNGTA;Familjeost Skivad 14x15g;08710306071322
2170;Gooh;Korvstroganoff med vildris;07350027521914
2171;TOP;Juice Lime;07340007913204
2172;Johan & Nyström;BRAZIL FORTALEZA HB;07350045060822
2173;Apetit;Selleribiffar;06430100126418
2174;Argal;Serrano skinka block;02389781650009
2175;Grönsaksfabriken;MOROT GROVSTRIMLAD 9MM KRAV (NÄRO);07350082568008
2176;Flora Professional;Smörgåsmargarin 70%;08719200048997
2177;Dafgårds;American Bagel Sesam;07310960781547
2178;Danora;Börek Spenat & Ost 170g;03830053004802
2179;Fåddman AB;Nötpastrami skivad;02354769200002
2180;SallaCarte;Morot skalad Hel EKO;07312730101104
2181;SANTA MARIA;Vallmofrö Vitt;07311311015236
2182;Brakes;Edamer 24% skivad 15g;07301002401592
2183;Kullamust;Cloudy Applemust Yuzu;07330586001218
2184;FriendsOfAdam;Glutenfri Grov Limpa, fryst, sk;07340074308293
2185;SANTA MARIA;Pesto Rosso;07311312006820
2186;ROYAL GREENLAND;Strömming-/Sillfilé MSC stekt;05740301134794
2187;Frebaco Kvarn;Svensk Matvete EKO;07312560020446
2188;Frebaco Kvarn;Svenskt Matkorn;07312560020484
2189;SANTA MARIA;Vörtmix;07311311004902
2190;Löfbergs;Fair Fresh instant;07310050003443
2191;SANTA MARIA;Garam Masala Spice Mix;07311311012655
2192;IDA Storkök;Potatis mat vakuum;07393756165783
2193;FELDTS;Torskfilé benfri MSC;02387468000000
2194;Eriks Såser;Caesar Dressing;07350042720750
2195;SALTÅ KVARN;Bovetemjöl KRAV;07317731584000
2196;Imunoglukan;Kosttillskott;07350064280263
2197;RISIFRUTTI;Jordgubb;07310090771623
2198;Dobla;Mörk Choklad Panatellas;08710822411718
2199;ALLERUM;Präst 35%,extralagrad,restaurangbit;02324509400009
2200;Carolines kök;Kycklingwok;07331500307393
2201;Futuroâ„¢;Armbågsstöd;04046719896295
2202;ROYAL GREENLAND;Räkor skalade MSC 175-275;05740301139096
2203;SMAKIS;EKOLOGISK ÄPPLEDRYCK KRAV-MÄRKT;07311678270255
2204;Magnihill;Skogsbär;07314060081378
2205;Chef´s Cut;Morot Rapé;07340007908415
2206;Douwe Egberts;Cacao Fantasy;08711000054765
2207;Nordic Sugar;Vit Sirap;27310340123053
2208;ROBERTS;Måltidsdryck Morning Lingon;07392698163109
2209;ARVID NORDQUIST CLASSIC;Pressiado;07310760012988
2210;Gooh;Kycklinglårfilé med mozzarella;07350027526100
2211;Delverde;Gemelli Flax Seeds;08006680065638
2212;Löfbergs;Continental Espresso Hela Bönor RA;07310050005041
2213;KUNG MARKATTA;Pumpakärnor Eko Krav;07391835903363
2214;NordMills;Rågmjöl Grovt;07310130008603
2215;Cointreau;LIKÖR;03035540009135
2216;KåKå;Mandelmassa E-fri;07313620512994
2217;DELICATO;Chokladflarn;07315361000488
2218;Nutshell;Salt portion;05055322900786
2219;Gourmet Service;BEARNAISESÅS;07392636803258
2220;Glenfiddich;MALTWHISKY;05010327307244
2221;Dawn Meats;Entrecote Butchers cow;95397012282103
2222;Carolines kök;Kycklingspett sweet chili, svenska;07331500305696
2223;FriendsOfAdam - Knäcke&kakor;Glutenfritt Eko Knäcke Spiskummin;07340074300198
2224;Landsberga Gård;Ekologiska ägg KRAV;07350078573108
2225;KUNGSÖRNEN;Fint Rågmjöl;07310130031069
2226;Klädesholmen;Matjesfiléer MSC;07312240611506
2227;La Menue;Vegetarisk Lasagne;07350109690231
2228;Löfbergs;Dark Ft/Eko Hela bönor;07310050004181
2229;Little Farmer;Mild havregröt 12 mån Ekologisk;07310130007705
2230;GEVALIA;Brygg Lätt Mörkrost;08711000530283
2231;Hemgården;Lunchkorv 240 g;07393241001299
2232;Exofun;Sweet Chilisås;08710518730079
2233;3N Produkter;Palsternacka slantad 5 mm;07340062306508
2234;SIGNAL & ANDERSSON;Måltidskorv Rak 9% Fett;02364434400002
2235;Panesco;Pagnotta Rustica;07340149600123
2236;3N Produkter;Rotfruktsnudlar;07340062325981
2237;KUNGSÖRNEN;Gotlandspasta Spaghetti svenskdurum;07310130007590
2238;Danora;Mezzaluna;08011534007269
2239;GEVALIA;Forte;08711000537633
2240;FELDTS;Långafilé utan skinn;97392497991685
2241;Ridderheims;Salami Original;07392555102395
2242;HealthCare Nutrition;Proteindryck berikad Jordgubb;07613034947956
2243;Caputo;Vetemjöl Pizza;08014601250315
2244;Fazer;Crisp Råg;06411402976802
2245;PEPTAMEN;Proteinrik Sondnäring Intensiv;07613036163446
2246;Nyhléns Hugosons;LÖNNEBERGA;07393263064104
2247;The Hot Spot;Chipotle Glace;07392555710255
2248;KUNGSÖRNEN;Kejsarvåfflor®;07310130065019
2249;SALTÅ KVARN;Veteflingor KRAV;07317731115280
2250;SANTA MARIA;Muskotnöt Malen;07311311011993
2251;DÉLIFRANCE;Brioche Nanterre;03291810184432
2252;SANTA MARIA;Svartpeppar Malen;07311311012143
2253;KUNG MARKATTA;Ingefärsdricka typ Gingerbeer;07391835917766
2254;Nordic Spice;Lime/Koriander marinad;08435161810434
2255;Cookin'5;Kycklingbröst skivat stekt;05941645702339
2256;EKSTRÖMS;Körsbärssoppa, kallrörd;07310470141008
2257;Villman & Co;Picklad rödlök;07350006301148
2258;Nyhléns Hugosons;MINISALAMI;07393263051647
2259;FELDTS;Ostron Fines de Bretagne;07392497792197
2260;Polarica;Vildandsbröst;02358441300004
2261;Stjärnägg;15-p Krav M;07332489005317
2262;Chark Food Delikatesser;Rökt kalkonbröst k-pack;02380690200002
2263;GRAYS BAKERY;Brownie Olearys;07393697012511
2264;KåKå;Figurmarsipan skär;07313620511324
2265;FELDTS;Hummerfond fryst, MSC;07392497954434
2266;Orga Kvarn AB;Rågsikt;07392590102008
2267;Brakes;Cantal entre-deux AOP;03308650801259
2268;YiPin;Tofu extra hård tärnad naturell;07332040170751
2269;KOCKENS;Grillkrydda Original-GT;07350046463905
2270;FELDTS;Koljafärs vac. pack;02364303900008
2271;TONY'S CHOCOLONELY;Dark Chocolate Almond Sea Salt;08717677336616
2272;Rudenstams Bär & Frukt;Äpple Must 75 clTranceparanteBlance;07330651750737
2273;Berte Qvarn;Ekologiskt Bagerivetemjöl BBB-F;07312690000981
2274;SANTA MARIA;OREGANO;07311310048396
2275;PICKWICK;Tea Master Selection Earl Grey UTZ;08711000336502
2276;ÖNOS;Lättsockrad fruktdryck päron;07310770200764
2277;FELDTS;Sej ryggfilé MSC;07392497008366
2278;Dafgårds;Vörtbröd;07310960038467
2279;RISENTA;Linskakor Lök & Örter;07312631490598
2280;OSCAR;Hönsbuljong granulat Ekologisk;05709347177943
2281;Anamma;VegoTexMex;07310240072358
2282;LINDAHLS;Krämig Kokoskvarg Ananas;07392672004084
2283;Femtorp;Kakaosmör Pellets;08436036677718
2284;Korshags;Varmrökt makrillfilé vitlök;02357516600001
2285;Panesco;Mini Beignet Choco Noisettes;07340149600062
2286;FRY'S;Vegansk Stekkorv;26005207000059
2287;FELDTS;Rödtungafilé, styckfryst, 75-150g/s;07392497091504
2288;Helmut Walch;Blandfärs 50/50 15% Ekologisk;02370846200000
2289;KOCKENS;Koriander malen purepak;07350046461383
2290;Cloudwater Brew Co;Cloudwater DIPA;05060613090411
2291;LOBSTER;Nordlig Stillahavsspättafilé MSC;07392113000019
2292;Cakes4u;Äppelpaj;07313981024211
2293;Klädesholmen;Svartvinbärssill MSC;07311360635140
2294;Martin & Servera;Rostad lök;07321574549348
2295;Vit Hit;Lean & Green Apple;05060381910416
2296;Eriks Såser;Curry-Lime Dressing;07350042721252
2297;Aviko;Potatisbakelse, Ost;08710449988846
2298;TAKE´N BAKE;"Pizzabotten 12"" tjock";07393756500140
2299;Törsleffs;Gul Melatin;05701009045492
2300;Helmut Walch;Falukorv 17 % fett;02370876200001
2301;Dafgårds;Blandfärs 70/30;02002173200001
2302;KRONÄGG;Ägguleglass vanilj;07310061400002
2303;BALLERINA;ORIGINAL;07310521400412
2304;Mandrarossa;RÖTT VIN;08000254007475
2305;GB Glass;Artiscoop Dulce de Leche;08000920813089
2306;Hilcona;Tortelloni Gigante;07610227985863
2307;Martin & Servera;Vitpeppar mald;07321575470832
2308;Bodén & Lindeberg;Pistage;17392914006156
2309;Zeta;Linser Ekologiska;07350002403457
2310;Polarica;Rentunga rökt;02358408900001
2311;SCHÄR;Brot-Mix Dunkel - Mjölmix B;08008698008997
2312;FELDTS;Havskräftor i lake, MSC, kokt;97392497911775
2313;Martin & Servera;Nötfärs 10 % grovmalen Ekologisk;02354743800006
2314;DILMAH;Lakrits & Jordgubb;09312631308716
2315;Skal-man;Barskepotatis 7 kg;07393132610159
2316;Berte Qvarn;Kärnvetemjöl;07312691001017
2317;Flora;Original Normalsaltat 80%;08719200043640
2318;SANTA MARIA;Tom Kha Soup Spice Mix;07311311012594
2319;SANTA MARIA;BBQ Rub Herbs 580Gx6;07311311012761
2320;Martin & Servera;Buffébröd mixlåda;07321575661254
2321;Snapphane Chark;Fläskrullad;02382023300007
2322;Sally;Jordnötter rostade saltade;08423371000530
2323;Martin & Servera;Ärtor-majs-paprika-blandning;07321573456524
2324;DEL MONTE;Ananas krossad i juice;00024000001980
2325;Nacka Köttprodukter AB;Högrevshamburgare 60g Clock;07350053332621
2326;Jokkmokks korv & rökeri;Lavrökt Skinka;02385625600001
2327;CROC''IN;Pajskal Cannele Mördeg;05420016708052
2328;Aviko;Pommes Frites - Steakhouse;08710449001620
2329;Ridderheims;Grönpepparpaté;05413546602082
2330;Go Green;Ekologiska Gula Ärter KRAV;07312787703580
2331;Feldt's Fisk & Skaldjur;Torskfilé Feldt´s BLUE MSC;07392497212138
2332;Marqués de Riscal;RÖTT VIN;08410869450908
2333;KOCKENS;Pommeskrydda storköksburk;07350046468375
2334;KIKKOMAN;Less Salt Soy Sauce;08715035130104
2335;Dafgårds;Hamburgerbröd Brioche skivad;07310960036975
2336;Brakes;Kycklinglårkött strimlat lösfryst;07330671018695
2337;Barilla;Basilikasås;08076809513739
2338;Dagens rätt grönt;SOJABÖNOR, GRÖNA;07392104019709
2339;Bonjour;Trehörning Müsli;06437005075698
2340;Ridderheims;Cabanossi;07392555502041
2341;Aviko;Onion Dippers;08710449926404
2342;Fiskano;Laxportioner Utan Skinn 90/110;08717202062003
2343;Fiskano;Alaska Pollock Loins MSC 120/160;08717202068081
2344;Menigo Färskvaruhallen;Julskinka griljerad ski;07301002408539
2345;PUKKA;Örtte Peppermint & Licorice EKO;05060229011107
2346;Atria;Kamben av fläsk;06407820028841
2347;Zeta;Tomater Soltorkade;07350002400036
2348;HIPP;Banan & Persika 4m;04062300277519
2349;YOSA;Solfrukter, probiotisk havreyoghurt;06410220009471
2350;Lanthandlarn;Falukorv skivad SE;02364468800007
2351;Donald Russel;Lammracks 7-ben;02376820400008
2352;Unique juice;Smoothie Mango och Banan 10 L;06417941230054
2353;Formo;Allrengöringssvamp olika färger;07321575310121
2354;Finax;Linfröbröd Osötat;07313960031339
2355;Lantägg;Ägg KRAV M Smartbox;07316840850334
2356;Eriks Såser;Fransk Vitlök Dressing;07350042720736
2357;Klädesholmen;Inlagd Sill MSC;07311360311006
2358;FANTASTY;Citronkoncentrat;07392022603424
2359;Martin & Servera;Hackad spenat pellets;07321576350379
2360;NORDSTRÖMS;Grytbitar av nöt 1x1 KRAV;02381564600003
2361;Magnihill;Fläderbär 4x2,5kg;07314060079306
2362;Polarica;Renkalvsadel;07319993516607
2363;Johan & Nyström;Portionste Fläder & Äpple 100 st;07350045063885
2364;SallaCarte;Palsternacka roast;07391605031708
2365;Bonjour;Vallmofrö vit;07391288712505
2366;Nexcareâ„¢;Geldyna Flexible;05902658066177
2367;Sevan;Auberginepuré;07331217012214
2368;KUNG MARKATTA;Frukt & Nötbar Pekannöt & Granatäpp;07391835916899
2369;SallaCarte;Grönkålswok;07312730099111
2370;Chef´s Cut;Gul lök skivad;07340007908835
2371;Magnihill;Karl-Johan svamp hela;07314060052293
2372;Boiron;Grön sparrispuré;03389130063008
2373;Ravifruit;Pure Hallon;03276188016004
2374;GUDRUNS;Falukorv Gille skivad;02321493100007
2375;Atria;Rostbiff av nöt;02341304300006
2376;SANTA MARIA;Kryddpeppar Krossad;07311311011955
2377;SANTA MARIA;Vitlök Granulerad;07311311012099
2378;Dagens rätt grönt;BONDBÖNOR;07392104019617
2379;Panesco;Flaguette Plain;07340149600307
2380;Korshags;Varmrökt makrill;02357514900004
2381;Formo;Omrörare paddel trä 13 cm;07321576059982
2382;SANTA MARIA;Fiskkrydda Citron;07311311013010
2383;easybake;Hallongrotta;07350075539367
2384;Nibble Gårdsgris;Salami Pimento;07350046060173
2385;Anderson Bakery;Kavring skivad 12 x 12 cm;27350032770158
2386;VÄTTERNPOTATIS;Konserverad Kulpotatis;07392076790002
2387;Wadstens;Flatrökt Loftahammarskinka bit;02387072700006
2388;Import KåKå;Solroskärna;07316720659002
2389;Lithells;Kycklingmiddagskorv Klimat skivad;07310620072268
2390;Lorenz;Torrostade jordnötter;04018077773006
2391;IsoMitta;Kycklingrisotto;07322551089895
2392;Migi;Bärkasse;27330671019122
2393;Nordic Seafood A/S;ASC Crispy Crumbed Prawns Torpedo;05702008277570
2394;-;Kycklinginnerfile stekt delad;07325910506811
2395;Martin & Servera;Kärnvetemjöl Ekologisk;07321576514306
2396;NORDSTRÖMS;Strimlat Ytterlår vac SE;02383491400008
2397;Pärsons;Gourmetskinka rökt SE;07330797088817
